p: 0.79,ibrida,arena: III;;p: 0.1,alterazione,arena: I;;p: 0.1,alterazione,arena: II;;p: 0.79,alterazione,arena: IV;;p: 0.79,alterazione,arena: II;;p: 0.79,ripartizione,arena: IV;;p: 0.5,ibrida,arena: III;;p: 0.79,alterazione,arena: I;;p: 0.5,alterazione,arena: I;;p: 0.5,ripartizione,arena: I;;p: 0.5,ripartizione,arena: III;;p: 0.1,ibrida,arena: IV;;p: 0.1,alterazione,arena: IV;;p: 0.79,ibrida,arena: I;;p: 0.79,ibrida,arena: II;;p: 0.5,ripartizione,arena: IV;;p: 0.5,ibrida,arena: IV;;p: 0.79,ibrida,arena: IV;;p: 0.5,alterazione,arena: IV;;p: 0.1,ibrida,arena: I;;p: 0.1,ibrida,arena: II;;p: 0.1,ripartizione,arena: IV;;p: 0.1,ripartizione,arena: I;;p: 0.5,alterazione,arena: III;;p: 0.1,alterazione,arena: III;;p: 0.5,alterazione,arena: II;;p: 0.5,ripartizione,arena: II;;p: 0.1,ripartizione,arena: III;;p: 0.79,ripartizione,arena: III;;p: 0.5,ibrida,arena: I;;p: 0.1,ripartizione,arena: II;;p: 0.5,ibrida,arena: II;;p: 0.79,ripartizione,arena: II;;p: 0.1,ibrida,arena: III;;p: 0.79,alterazione,arena: III;;p: 0.79,ripartizione,arena: I
statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness
260;94.1148;59;75.636;27;52.9615;56;24.0285;750;51.1034;50;51.2592;532;112.4734;48;57.5589;801;44.0215;801;44.6733;758;43.41;117;65.6471;550;4.4539;143;80.2567;402;50.0678;765;35.1316;700;38.5026;647;50.0991;791;34.006;54;78.0251;17;58.408;14;0.2141;4;80.6187;302;4.8273;313;50.9378;484;38.7653;522;46.2988;115;124.3617;254;73.3107;735;53.9993;11;59.9357;520;38.473;94;52.9219;165;119.792;271;66.7474;43;70.7099
91;57.7112;28;78.4965;115;43.9917;179;10.7277;231;53.0922;91;49.6114;797;39.6396;703;47.2519;734;45.3381;801;45.602;797;46.1453;150;63.798;55;52.7965;182;78.2436;353;49.462;770;34.9983;794;45.3135;573;40.918;797;22.0729;33;81.7311;10;54.3545;88;50.2144;11;81.7256;523;27.8307;799;59.9818;105;39.4613;801;50.8693;22;69.2428;181;66.2712;663;58.4574;6;5.1752;801;37.481;272;50.456;223;50.9111;756;2.8835;139;49.2008
157;120.742;31;80.2588;98;46.5804;141;4.6919;181;53.068;227;68.4697;539;55.2451;115;50.1027;373;37.0452;801;49.2897;762;41.5218;113;65.9193;25;7.1072;194;42.4716;215;46.2103;801;23.0496;794;41.6087;192;52.7633;794;26.9368;46;77.9233;277;51.7816;11;50.0;21;82.8742;523;56.0744;58;50.0;801;0.7137;704;42.9712;30;52.1432;135;50.0;767;44.0871;15;12.8177;801;41.7063;40;49.2918;55;103.1614;157;70.0432;93;81.8827
396;120.4221;161;50.0626;38;8.0736;191;55.5052;65;32.7763;334;118.3344;571;47.9842;223;55.7999;801;25.9505;801;45.6544;173;54.1085;396;85.2727;88;50.425;204;78.2112;700;50.429;801;64.1981;801;27.7577;169;52.1327;604;50.9086;74;78.138;10;49.9631;88;65.8078;14;82.0783;743;-1.1234;446;3.1329;801;46.9195;801;43.4141;15;118.3224;186;120.176;801;38.8164;17;69.0895;702;45.0807;236;50.0644;149;59.7954;572;45.805;206;79.5253
582;150.5343;14;3.2572;517;48.6759;289;105.0434;260;56.0791;45;84.3582;742;26.158;70;54.2377;801;43.3545;801;45.5372;800;43.5498;114;38.4186;379;53.2552;162;73.1754;131;49.695;742;33.5483;591;45.868;262;39.3978;590;0.5952;37;67.7444;61;50.3405;7;1.6522;5;79.7769;801;16.7501;369;16.8158;755;41.6995;801;40.0201;5;0.0;157;117.1842;634;42.8037;12;11.1375;715;39.03;19;46.5915;768;23.8042;134;116.977;38;77.8124
82;50.0;50;4.9381;324;51.769;451;62.4013;118;53.0675;339;65.6237;518;33.8222;287;49.8372;778;32.9191;717;44.194;251;40.9765;267;70.9716;136;3.3633;503;77.2041;192;51.2414;801;36.0872;55;54.2916;782;76.4509;723;30.8209;17;77.582;23;58.0906;69;107.5832;10;8.7638;174;6.5461;373;8.0783;801;30.2031;246;38.246;26;58.6792;2;50.1187;801;47.9146;8;11.1244;801;45.3796;100;50.8537;178;116.8275;109;57.4833;172;78.0458
791;65.6099;28;0.1216;197;49.6451;73;59.5528;452;47.9442;105;75.0773;414;36.6522;266;47.0345;701;47.2214;801;43.6313;789;92.7146;22;50.0;219;0.4503;63;79.8332;100;52.4761;801;34.7846;260;54.4242;14;50.3882;391;1.4996;28;81.8821;18;39.9231;44;64.1505;23;81.0508;564;-0.2469;796;32.2721;139;45.216;801;46.9279;12;50.2941;103;65.3171;622;56.1736;4;10.5463;639;41.1763;24;56.8831;81;57.1191;296;126.37;67;68.9396
52;57.4702;23;78.2205;178;60.4394;277;23.8122;245;56.25;59;51.5661;700;49.028;275;64.8796;801;48.9558;629;37.1531;721;46.2839;61;112.4023;684;22.5222;334;74.4416;280;49.2576;727;18.469;779;45.9763;148;92.202;345;6.9118;68;75.4782;248;14.3956;21;49.8798;20;35.1322;663;60.208;484;66.6738;801;28.7886;595;52.0454;12;54.4757;238;115.0666;801;46.2697;1;0.1216;801;41.7947;69;43.8061;73;101.7409;458;46.0766;163;47.3433
330;65.4328;47;82.3544;260;39.2324;356;43.2013;259;52.5595;83;61.546;800;32.467;67;10.7457;801;50.811;796;36.4433;800;51.7795;163;65.5904;157;75.275;433;81.9137;276;55.6539;801;25.1962;801;30.0163;197;54.171;801;18.6134;84;62.9704;41;33.651;81;69.796;9;80.233;694;112.2998;50;-77.4072;799;38.8867;801;44.5744;25;24.837;272;118.1854;801;38.8936;21;7.9914;801;48.9622;539;49.8606;3;50.0118;185;3.3533;20;78.4627
256;117.6318;180;41.2488;200;59.5883;382;1.061;450;47.8657;203;64.4309;801;37.4283;62;7.2155;354;32.7869;801;45.3887;801;41.4231;291;63.8692;272;72.8191;92;73.5766;399;48.5979;260;54.8446;762;56.0694;187;53.2455;723;4.6498;86;79.6882;81;49.3503;10;66.6212;11;79.0626;780;26.6995;112;14.2404;296;52.9102;801;43.7573;78;49.5738;96;67.1427;801;40.9161;8;3.672;421;37.9643;203;50.3911;389;115.0023;305;31.5923;82;76.6441
168;58.6848;157;40.377;92;26.8327;196;54.6962;793;47.6749;321;42.4529;801;26.6771;47;55.5291;549;31.6284;801;47.0184;645;60.3346;113;60.8332;763;38.9602;62;52.1686;32;41.9339;565;42.95;634;50.375;402;55.6387;191;4.7183;40;80.6605;59;41.2246;105;50.3459;5;79.3692;787;4.768;9;50.0;492;46.1037;801;44.3254;62;119.4048;181;116.0986;395;41.6889;68;48.1476;781;44.0237;183;52.1975;175;114.5354;520;57.1229;72;50.8442
461;66.032;14;59.4765;679;50.2708;496;22.8541;81;19.523;65;82.074;680;20.2187;271;49.8078;801;44.8606;801;40.5092;801;29.3886;550;31.6055;396;24.7809;175;79.2029;109;45.239;801;29.4913;771;44.6135;174;114.2272;616;41.8461;33;77.645;254;43.6487;81;64.6077;43;81.3408;187;54.5078;72;5.6159;645;44.4048;476;44.5282;155;270.3602;269;80.6052;801;40.0138;10;13.6936;801;34.2105;112;54.3537;176;121.7513;84;53.3075;46;75.6236
289;118.5645;101;39.1657;12;59.3487;59;79.3461;333;36.0391;166;116.8514;563;51.2732;266;53.6924;801;47.7937;761;39.522;801;23.2651;581;33.0898;251;12.6647;551;47.8866;100;43.6668;801;22.0026;801;34.4423;368;66.9022;773;27.1959;79;81.2645;82;57.374;12;0.9472;14;78.3042;801;22.1088;60;2.9504;685;45.3101;526;42.3465;90;74.3491;60;63.8407;386;46.769;31;68.4446;801;48.8183;83;46.4937;256;54.6939;784;20.9199;177;74.7296
90;9.9555;86;74.3607;272;55.3049;153;53.6072;128;60.6467;177;61.0219;798;35.3755;71;75.6127;801;37.3964;801;36.7853;785;36.4967;248;64.4988;20;50.1176;42;52.417;628;47.5839;789;31.403;201;82.6846;106;66.6308;433;0.7864;38;72.5106;115;42.8503;44;62.1069;37;80.431;782;49.6077;39;111.6466;758;53.1202;801;42.7884;132;71.1195;468;78.2465;801;45.8126;17;67.7333;801;41.8598;125;58.6834;245;118.8252;605;42.9458;172;76.0385
581;65.8683;28;75.4091;162;55.5171;559;62.0843;305;50.8357;7;50.708;506;56.6605;558;34.3867;801;52.3045;801;42.9685;765;35.4021;262;61.1643;77;103.1135;311;75.1001;107;44.3185;782;24.47;799;37.4786;75;57.9993;719;7.5697;130;83.7909;55;52.4566;15;89.1758;22;78.8772;773;45.0282;293;70.0997;801;51.5219;801;44.3323;29;10.4459;632;78.5491;801;40.7811;32;49.8686;801;43.066;207;31.9108;86;114.7167;130;51.9117;271;51.2425
503;61.6636;21;79.7745;540;28.363;276;114.5278;6;52.8495;168;116.111;781;59.7727;333;58.4378;801;48.6967;801;43.378;801;40.1085;226;40.807;40;50.0;78;76.9233;179;51.4751;723;34.8738;790;33.3616;96;63.6454;185;24.5671;40;78.0003;68;52.2108;64;118.1621;7;78.3091;796;74.9779;181;106.6835;801;47.1722;801;33.5151;62;121.044;122;325.5172;801;44.5558;2;46.6596;801;27.5942;22;57.8709;256;65.8254;593;50.0;60;75.182
451;110.0021;38;65.4058;17;9.343;769;9.7082;420;57.4103;133;77.3837;785;28.9109;217;57.2059;800;41.5697;786;47.9366;774;41.557;144;114.9893;227;68.6729;70;82.1307;49;51.6598;801;27.0038;631;53.6674;218;65.1433;699;13.0014;75;76.5413;65;44.6291;87;86.081;6;0.2134;800;18.8816;161;112.1147;789;41.8539;801;46.5025;13;50.0287;58;49.75;736;40.0317;12;10.5281;801;44.6359;168;50.5184;219;115.587;285;55.8707;101;78.75
433;59.5393;64;68.9904;42;50.9261;53;0.1183;227;23.6969;178;66.0719;427;43.8588;203;52.234;801;50.088;801;39.2758;788;40.0833;124;64.1451;396;77.6978;271;77.0123;73;12.086;191;56.4697;718;40.6121;181;66.0428;448;59.3042;4;77.4645;29;61.6381;48;119.3347;16;79.2822;801;21.7315;19;51.5969;801;32.1204;228;45.0498;47;53.364;202;169.3407;801;41.4726;30;62.6312;795;40.0838;9;46.0253;189;115.8061;52;16.8141;94;78.3082
239;72.4709;94;58.14;721;46.0809;331;2.9117;141;61.3477;186;114.8953;641;34.917;137;69.6311;801;46.383;790;74.4955;499;57.9361;160;57.6909;31;50.0;222;75.6461;50;77.3981;256;64.6136;616;13.0833;437;50.0;801;26.8338;52;80.1237;119;38.0735;21;113.2792;36;79.6689;784;13.1124;65;102.5421;801;26.645;801;45.9173;46;118.7628;81;50.5892;801;46.5313;6;2.411;801;46.2337;191;57.938;102;101.6264;276;50.0;26;81.5064
222;48.8836;41;77.4013;216;38.9181;652;74.3643;99;0.4129;313;66.5417;700;33.6501;377;49.4139;736;51.8187;801;25.616;244;52.4399;168;43.4591;345;3.0406;131;59.9601;495;51.3156;776;31.0611;785;67.3596;220;118.8463;787;67.8815;398;77.6677;61;46.5366;18;66.5355;13;78.4213;659;34.889;33;4.3027;801;45.3018;735;44.1625;147;64.694;72;54.3429;801;37.2062;8;0.1213;801;45.7913;35;48.4082;93;113.4592;314;57.4647;37;72.4028
105;50.3597;120;77.2467;9;7.5895;274;64.416;426;52.1365;177;47.9133;800;55.2367;801;47.7815;801;33.7567;801;42.8131;793;36.2246;585;28.105;111;4.4211;160;76.1391;333;66.8178;765;40.6712;241;57.6545;320;69.4929;738;6.6664;60;77.155;38;12.1714;47;72.9822;17;76.3104;273;51.4318;105;56.6891;801;46.4158;767;41.1733;63;114.651;180;80.9619;764;41.7465;6;33.1964;761;44.1539;36;53.8315;98;62.1009;126;4.8605;72;78.7187
273;110.1645;91;81.7275;18;7.4381;312;6.0353;421;54.2186;415;61.9182;801;43.9487;398;52.1789;801;41.5264;801;40.5572;659;57.1448;70;56.7111;26;50.0;253;55.3963;137;43.2268;801;29.4381;774;31.5873;72;42.7685;801;25.865;28;80.5464;491;42.9714;16;15.38;25;78.5011;764;13.2787;179;114.4148;667;24.3929;801;38.8853;4;50.0;375;69.1489;801;40.3786;57;41.3404;801;46.393;183;55.1986;76;112.7833;196;109.6864;89;72.7712
253;69.7356;103;74.4383;801;37.5827;41;90.2139;275;53.7522;375;85.7039;335;60.4087;63;52.0776;801;37.2809;610;60.3057;801;41.2034;148;50.2661;402;2.317;88;79.7662;252;50.8744;496;49.888;538;68.3428;356;61.8404;800;34.2169;16;79.9768;98;38.6868;27;50.0;22;78.3612;173;1.3139;370;44.2007;801;44.8737;801;44.8238;51;69.1105;639;97.4906;749;42.9617;23;67.2875;724;41.7101;61;49.8885;71;104.4326;290;52.0089;135;79.7152
193;76.1917;38;80.3334;140;53.0588;424;2.2179;272;42.0366;275;38.7445;691;45.9468;801;45.7818;543;38.9626;801;46.6292;801;41.861;193;21.3424;119;67.0704;389;77.9749;94;58.9295;324;10.0123;650;56.4517;114;63.9581;491;0.5541;33;80.137;308;45.8158;126;99.8388;2;80.424;329;6.3878;190;1.0656;566;39.1384;801;42.9033;16;54.0848;193;118.1982;801;42.686;19;69.0582;766;45.6581;308;43.6408;30;66.6298;287;72.9797;447;78.622
387;41.6475;22;7.9023;413;49.8009;688;29.2994;150;59.9671;125;55.2849;606;49.5611;180;12.2696;801;38.3695;801;40.9656;787;57.986;81;115.2257;61;12.424;223;68.1664;79;59.7206;667;30.974;729;5.3495;145;62.6561;801;8.3359;22;77.6283;26;51.3665;121;82.7762;14;78.1286;273;50.0;519;33.9386;801;44.9291;323;34.7547;118;119.8434;162;60.2247;540;46.0442;12;12.5776;801;42.3566;169;36.072;91;56.958;202;5.8823;43;79.4095
407;223.1172;48;49.9912;34;65.3547;345;31.5838;712;42.0715;312;68.8079;470;53.9124;146;38.2814;344;28.6785;801;46.8876;801;29.981;110;60.9201;149;1.8385;123;81.1374;64;53.2365;360;46.5411;431;24.2232;326;65.4103;782;82.1732;51;37.6403;49;60.0933;46;68.2798;11;79.3602;801;3.3411;801;26.0218;801;36.6735;717;46.9276;115;113.9244;289;70.3833;551;44.8975;8;23.0173;778;50.4955;405;52.6167;187;116.3827;81;0.059;130;39.0604
217;71.1437;742;36.2785;43;6.5673;214;0.3962;132;46.8441;142;113.1941;795;28.9196;66;78.6502;801;46.9674;801;44.9211;800;36.6105;185;117.9547;155;6.6659;751;44.3168;105;44.8586;95;48.8922;800;37.9888;270;57.9326;801;14.7109;30;79.5053;31;53.4516;53;45.4221;11;0.1224;791;36.2826;207;11.1263;772;41.1173;801;47.6351;40;75.0725;291;109.9931;801;46.0964;10;11.2866;712;39.9224;96;45.1134;365;119.4359;248;2.5753;66;78.43
189;90.9096;160;45.5327;92;2.4729;646;32.1586;264;34.45;164;111.6087;790;30.4386;25;12.2419;801;35.1954;801;39.1166;603;56.1717;14;1.9882;42;40.8481;22;79.5819;157;51.3334;785;23.5513;254;50.669;180;51.5137;746;27.0158;294;44.9563;81;41.1736;43;117.9274;14;78.856;800;10.8745;126;126.9925;801;41.1654;801;32.1515;50;66.2551;90;51.9995;801;46.1997;8;61.6432;471;43.7835;118;43.8887;103;50.0;790;1.2719;60;79.7124
237;51.325;6;9.2015;77;69.9021;165;66.3832;200;51.5658;104;59.7447;792;53.2686;157;42.6296;801;43.3707;272;36.7865;801;55.0191;7;50.0309;23;116.4164;401;47.9751;203;51.3221;764;55.93;619;67.4631;495;27.1015;590;19.4351;26;26.82;71;65.3436;18;64.3427;11;77.1571;753;18.4899;270;69.7304;801;47.7602;801;51.0168;38;7.986;160;173.5492;801;47.2032;26;28.8724;736;41.08;100;46.6828;130;207.5878;282;74.667;134;77.1115
335;59.5558;124;47.1161;10;12.349;8;0.1176;718;54.2674;265;54.5168;744;45.4215;177;77.728;801;42.6446;801;44.2122;170;37.6409;183;63.9485;43;0.0287;486;49.4495;203;50.892;107;28.2515;588;75.1859;242;67.9027;614;30.7093;326;76.6791;106;51.1063;38;63.7952;7;31.2806;774;83.0813;35;12.3406;457;40.3044;801;45.7234;26;100.68;114;80.8733;801;44.051;36;71.6314;555;40.3556;65;44.2039;72;32.677;81;50.0875;40;75.8794
331;7.3253;193;33.4944;183;52.5956;298;4.847;689;51.8709;187;107.8702;800;51.9714;19;56.1013;279;44.7528;789;49.2998;712;56.3089;158;58.7679;48;50.0844;147;54.8904;395;44.8033;801;31.4772;797;35.2612;378;85.6288;534;5.9927;7;79.7861;119;48.1445;41;41.5845;17;77.6633;797;9.8615;556;29.3918;801;35.5546;801;45.1503;18;56.2304;110;53.5584;799;45.1896;5;4.4086;798;29.5546;185;33.5414;123;60.2747;54;61.1362;206;79.7975
382;116.3279;19;10.6717;133;45.5977;671;58.152;68;2.3935;69;102.8199;801;47.8768;549;75.6704;788;40.942;801;43.3239;700;43.6855;102;55.8172;98;65.0716;501;73.5712;146;52.4448;179;50.8892;320;15.7304;386;54.4631;261;9.7559;6;77.9585;129;12.6214;79;64.9592;21;76.6341;779;35.1665;220;7.4414;323;40.6107;801;32.0907;113;119.3824;61;54.9208;801;48.6805;12;25.259;801;46.6775;14;52.2487;120;50.2494;609;59.667;71;42.0097
239;71.1243;136;74.7465;357;49.7402;711;27.6581;363;53.1274;165;51.8177;757;26.3037;64;45.5457;610;45.6299;801;40.2077;204;7.4082;420;60.1338;48;51.4132;284;78.6685;183;41.4579;788;40.6675;768;45.804;247;85.6261;605;49.8013;91;76.756;202;50.4529;23;61.9719;23;77.0779;800;5.5491;19;-48.9338;801;47.5729;801;45.5439;56;116.8279;58;256.2039;801;48.4463;6;11.9037;801;40.3218;90;50.8096;170;58.1751;30;1.6751;151;80.0746
144;59.7391;43;12.533;27;13.0959;692;22.4953;198;36.6373;300;42.2329;801;64.8068;204;74.0686;797;45.7275;801;46.4306;668;78.5387;240;65.665;187;65.4134;147;78.57;176;45.6056;793;27.6602;801;19.1397;65;70.2732;781;17.2144;8;81.7174;69;52.4186;36;68.2323;7;78.6241;745;24.2583;289;9.6893;746;47.315;801;45.2397;13;72.0528;304;103.0307;801;47.5344;39;20.4021;801;48.2732;23;11.726;268;116.1317;265;34.2578;22;78.6763
128;53.2018;194;52.008;86;56.8312;372;50.8792;109;5.2063;471;66.5077;779;45.3994;166;48.1782;202;47.1236;801;50.2867;798;38.8724;146;46.7389;40;1.1046;90;74.3913;21;58.6003;351;52.8767;728;19.9188;198;66.6052;761;21.5865;7;81.6319;39;41.6572;117;84.9704;7;81.1315;300;8.6806;634;21.5276;442;54.3687;801;47.9911;76;119.443;248;120.5027;770;42.8274;10;68.2772;492;44.2759;28;60.8484;120;122.5279;407;55.9117;89;75.4247
226;65.2159;49;11.4509;29;12.488;320;2.311;195;57.2963;31;28.4463;682;39.4231;136;80.5232;801;43.6038;801;48.6582;715;67.0197;156;65.6011;94;119.2942;183;69.7196;246;45.2847;801;17.329;794;81.8912;273;50.0;801;16.2525;13;80.9478;91;50.0455;26;9.0655;10;77.3958;764;13.7396;90;9.0102;798;45.3177;119;47.1217;61;52.8115;111;58.119;801;41.5181;8;0.1213;515;44.4668;188;40.8675;23;32.9573;92;51.0534;98;72.764
249;70.9024;13;82.1212;37;11.3143;628;35.6222;310;53.5346;13;50.0;99;50.647;354;40.7125;801;47.6178;801;36.0581;771;38.8781;66;68.0131;82;0.7071;351;50.2717;56;51.7;798;21.912;801;35.3137;660;36.7347;265;24.0018;93;28.5073;10;51.029;17;50.0;30;78.3993;790;38.8887;194;68.8176;417;30.5865;214;55.4015;87;122.269;390;82.5029;481;46.4801;7;31.8909;801;42.185;91;48.578;771;71.8865;253;76.0086;319;50.0974
151;53.6613;89;3.299;27;10.0255;264;69.192;323;52.2867;112;4.7777;757;37.3246;395;51.6421;801;18.9661;801;47.6878;801;57.1762;710;24.8933;82;70.1964;387;49.2748;47;44.931;421;50.0;618;58.6511;389;68.2959;801;8.2011;24;77.3986;20;42.9446;55;112.9016;8;8.654;247;54.7958;30;121.1284;801;43.0766;715;45.2749;147;114.4471;242;121.8174;756;41.1786;9;6.0418;801;38.1821;55;57.2349;98;50.2002;179;59.3904;25;79.0975
117;119.2661;128;70.0434;480;26.4111;293;3.8427;54;3.8928;65;50.0;796;26.9856;237;52.3583;801;47.0723;801;54.3347;764;25.1819;450;19.1658;546;43.0486;253;44.6548;328;52.2312;801;35.4081;800;47.4432;160;68.5447;62;50.2438;30;78.7606;92;38.5931;6;0.0;7;80.9958;795;27.9573;681;18.8737;801;29.9985;640;45.0429;56;70.7795;515;87.9306;801;47.9908;9;44.1795;801;44.6727;25;56.0882;229;169.0888;156;75.055;68;77.7702
73;27.5287;136;53.0859;5;52.1964;180;65.9463;236;49.5172;124;56.8028;408;57.3475;779;40.5649;801;44.2651;801;46.0542;801;38.5018;98;99.5141;646;15.1722;319;47.8063;769;49.9228;785;35.6305;801;44.6353;345;69.944;581;39.5214;17;76.79;122;37.7053;13;50.0;22;78.1193;200;0.9697;323;59.0371;773;49.5819;801;38.3943;64;61.8527;132;70.7692;782;39.6736;5;0.0;801;41.9906;21;48.893;178;107.8864;455;61.9856;123;76.8464
86;4.5924;212;81.194;85;60.0722;801;10.1534;148;51.7727;51;50.0;752;64.3875;349;53.18;801;49.1431;681;38.7043;800;48.1187;70;63.8818;123;69.3504;135;52.7485;155;49.9099;589;26.4013;136;52.6108;242;68.0267;661;31.5544;66;76.0382;58;54.6326;31;64.3492;10;77.8892;737;40.8741;620;52.6211;516;46.4124;801;46.6014;33;67.4426;285;77.1011;765;44.2906;4;11.3221;549;42.257;524;57.4801;257;62.6278;204;218.7191;93;79.4043
564;59.1862;60;31.3298;50;39.158;666;49.597;577;52.4292;127;75.9393;790;51.2208;45;44.1392;801;38.1288;801;38.9932;706;56.0316;99;113.0554;51;35.7086;142;51.9998;116;39.7269;801;24.2741;801;33.4486;44;50.0;302;19.5765;30;74.0879;45;12.9192;87;66.16;30;75.2145;801;33.9948;695;11.164;801;44.8284;770;41.698;30;111.1531;220;140.6551;801;41.6599;8;40.285;788;52.115;77;49.4016;167;212.2288;196;4.8438;52;74.8459
243;80.5802;84;55.869;44;65.0623;39;34.3832;287;52.1911;270;85.8424;445;53.7833;604;40.4346;715;48.7286;801;47.9104;693;142.3391;65;81.4181;303;33.6736;159;77.8396;467;56.1964;712;58.4729;756;77.0944;11;59.2477;775;24.8798;14;81.8092;15;52.1072;50;71.4667;15;80.6218;800;55.171;66;76.0117;788;47.6769;787;45.9615;70;119.7571;303;107.0878;801;43.3453;4;13.1689;184;41.7491;126;53.3293;168;67.7124;254;51.7812;23;77.9681
282;6.3843;12;81.3771;185;5.3343;244;3.099;89;44.5302;67;65.1839;801;71.2921;637;51.1209;801;41.8421;444;45.5013;785;36.7589;12;53.8965;16;0.9239;248;78.8128;309;54.9789;780;12.7653;801;36.1284;374;75.889;569;0.0;17;81.1254;7;21.5306;11;50.0;25;80.7804;801;38.2728;131;76.2963;801;40.8146;316;42.01;17;43.4928;582;83.9313;740;41.4181;64;42.2788;291;42.0959;12;12.9879;117;70.333;238;67.596;300;73.9687
324;113.8013;4;82.4923;262;8.8009;414;8.8172;169;55.3899;271;115.5934;801;71.9403;408;77.9496;801;25.5154;764;48.2922;646;17.8769;100;65.0843;50;114.6438;179;75.127;153;51.2252;129;43.4862;715;19.8356;227;74.9255;443;67.5766;37;76.8817;12;44.4276;7;50.0;16;71.7114;326;50.2046;85;0.1709;543;46.3389;383;42.929;138;69.4755;271;117.5779;743;41.0309;11;6.6777;414;49.9858;60;54.1842;170;113.0651;61;-1.246;70;78.5738
249;11.2824;24;76.9206;261;47.9596;18;50.0;193;4.0412;220;63.069;270;53.8003;161;52.0483;801;45.1339;801;47.0977;801;23.7541;534;22.9524;30;15.5324;73;75.8532;174;50.0233;278;79.4806;767;37.2146;79;52.4741;801;31.5352;43;73.8933;203;52.7575;2;0.1714;41;77.9191;339;6.6818;36;5.3811;772;29.041;801;44.4409;36;112.5753;394;66.841;801;40.8327;9;66.0158;801;39.947;196;43.7926;261;111.1403;282;67.9114;12;78.0818
361;65.3466;31;77.0731;7;20.2096;290;54.1481;188;45.5865;57;68.2116;799;58.9871;150;78.6503;801;42.6912;801;41.4656;556;45.6894;10;84.7672;597;26.4383;53;80.0058;320;52.299;801;28.1061;801;38.479;339;52.2583;214;23.2206;59;79.2937;27;62.3305;29;51.7437;29;78.7581;790;45.2505;106;65.8233;801;31.6355;801;40.0639;23;115.4615;189;115.9787;597;52.0367;4;8.3172;619;43.3851;24;53.8214;158;24.4506;405;82.7707;177;52.8883
217;9.8404;40;77.1795;10;46.5019;128;1.5879;379;49.3044;117;29.2021;801;33.4219;789;49.736;801;44.507;801;38.0457;612;39.9223;152;68.3187;114;18.5286;124;55.7731;55;48.0601;782;7.1892;770;57.9674;358;81.2563;669;56.8798;37;79.3312;340;52.9011;14;51.8891;4;67.701;785;16.3368;121;126.5805;801;48.0249;801;40.6973;135;117.5115;214;63.149;801;43.0278;23;24.7687;482;44.5784;106;46.2708;504;62.556;167;128.0797;77;74.4215
227;175.2818;29;9.3235;187;50.0975;103;79.6515;128;50.1098;129;77.5066;790;51.8714;208;60.7098;801;47.029;801;43.3627;747;55.1542;145;67.8886;63;60.8692;72;78.8639;233;40.3786;514;29.0191;351;4.454;462;86.4353;801;16.2222;33;80.4664;71;44.358;44;119.8269;14;79.8966;800;34.3521;303;124.94;801;38.648;680;28.709;40;45.5408;151;78.5383;801;50.6732;89;46.8383;789;45.709;172;38.4262;327;108.1514;554;122.3229;202;76.931
246;65.3561;507;38.0977;137;32.2014;37;50.1138;217;54.4504;120;38.379;690;32.7921;208;58.3846;801;49.8327;748;43.2343;644;39.2586;141;66.8105;68;38.3075;348;50.3678;801;48.4211;626;51.1692;372;35.8951;99;56.5935;684;31.7964;34;76.1706;54;43.1093;23;50.0;24;75.8743;797;18.0279;114;82.4999;461;52.4251;753;41.2481;22;50.1602;219;68.0484;780;48.6561;14;12.5179;800;44.1363;227;51.9138;229;119.0064;94;0.7277;16;69.9716
120;50.7536;35;8.4577;43;61.8374;145;11.265;397;49.8424;78;115.6762;797;20.8946;497;41.2852;801;45.6578;31;49.0383;801;43.9517;89;64.1445;18;50.0249;40;79.9839;287;39.0414;688;35.9423;801;48.583;565;115.2187;562;29.8401;21;78.0493;326;40.7022;7;1.4414;63;52.5563;684;37.6244;24;0.2375;702;44.0691;801;46.6824;54;124.2657;236;66.9366;801;47.9571;18;9.5373;801;41.6096;280;52.5794;48;177.5068;289;3.4518;71;79.497
382;112.5725;60;77.6237;183;31.2016;91;1.5836;122;5.6296;201;53.2523;745;30.3413;694;49.8328;801;47.2086;754;46.4117;640;46.4358;247;86.3754;349;9.7871;82;68.159;430;54.2782;282;15.5453;800;39.9804;334;81.842;750;29.1326;11;80.3177;24;55.2801;55;6.9928;9;79.0881;258;53.8631;332;4.575;720;49.6269;445;51.7411;25;122.7007;213;51.4696;313;38.3595;22;10.3878;578;41.4953;353;54.04;16;50.077;190;5.6969;63;57.0298
